dcdplugin) detected standard 32-bit DCD file of native endianness
dcdplugin) CHARMM format DCD file (also NAMD 2.1 and later)
main) file: namdOut.dcd
  4257 atoms, 20 frames, size:    1.0MB
atom 1893 [ -13.924328, 3.188919, -35.899284 ]
atom 1894 [ -13.231844, 3.069615, -36.610786 ]
atom 1895 [ -14.655694, 3.778815, -36.241524 ]
atom 1896 [ 12.168832, -10.985021, -25.294260 ]
atom 1897 [ 13.009124, -11.521784, -25.370375 ]
atom 1898 [ 12.192631, -10.446165, -24.452198 ]
atom 1899 [ 0.972618, -13.182641, -32.207932 ]
atom 1900 [ 0.871333, -13.094315, -33.198860 ]
atom 1901 [ 1.132834, -12.280428, -31.807505 ]
atom 1902 [ -11.927728, -2.899169, -24.608360 ]
atom 1903 [ -11.970905, -2.992983, -25.603012 ]
atom 1904 [ -12.668375, -2.303641, -24.297253 ]
atom 1905 [ -13.948875, -0.071394, 39.746140 ]
atom 1906 [ -14.939200, -0.040982, 39.610748 ]
atom 1907 [ -13.508077, 0.581967, 39.130661 ]
atom 1908 [ 3.036396, 8.790872, -18.060759 ]
atom 1909 [ 3.454617, 8.818349, -17.152828 ]
atom 1910 [ 3.735402, 8.577928, -18.743433 ]
atom 1911 [ 6.499013, -7.080100, -33.177238 ]
atom 1912 [ 5.900411, -7.727510, -33.648972 ]
atom 1913 [ 6.956042, -6.497859, -33.849636 ]
atom 1914 [ -8.529413, -12.194952, -29.383436 ]
atom 1915 [ -8.458635, -12.879852, -28.658245 ]
atom 1916 [ -7.654480, -11.720518, -29.480404 ]
atom 1917 [ -5.691919, -3.948408, 41.181149 ]
atom 1918 [ -5.384776, -4.809714, 41.585888 ]
atom 1919 [ -5.578009, -3.987277, 40.188419 ]
atom 1920 [ -12.156017, 9.195539, 38.626156 ]
atom 1921 [ -11.351398, 9.737432, 38.868931 ]
atom 1922 [ -12.050808, 8.840335, 37.697304 ]
atom 1923 [ 5.700259, -13.030937, -24.020657 ]
atom 1924 [ 6.213324, -13.810691, -23.661839 ]
atom 1925 [ 4.757733, -13.308926, -24.206041 ]
atom 1926 [ 3.338587, 5.222159, -26.746460 ]
atom 1927 [ 3.929097, 4.440068, -26.547386 ]
atom 1928 [ 3.367533, 5.865049, -25.981049 ]
atom 1929 [ 7.067595, -10.302382, -13.030860 ]
atom 1930 [ 6.427845, -9.611176, -13.366943 ]
atom 1931 [ 7.753141, -10.491902, -13.733788 ]
atom 1932 [ -12.464297, 6.135821, 34.572609 ]
atom 1933 [ -12.525635, 5.514283, 35.353588 ]
atom 1934 [ -11.814652, 5.770367, 33.905972 ]
atom 1935 [ -9.854601, 10.516538, -39.483356 ]
atom 1936 [ -10.753406, 10.905977, -39.684570 ]
atom 1937 [ -9.181510, 10.881818, -40.126411 ]
atom 1938 [ -3.253881, 12.052633, -17.856730 ]
atom 1939 [ -3.286905, 11.445550, -18.650681 ]
atom 1940 [ -4.180651, 12.200570, -17.511457 ]
atom 1941 [ 11.544177, -14.467297, -29.254158 ]
atom 1942 [ 11.445265, -13.676130, -29.857708 ]
atom 1943 [ 10.935037, -15.198684, -29.560787 ]
atom 1944 [ -1.284960, -14.578239, 34.246284 ]
atom 1945 [ -1.144386, -15.472832, 34.670483 ]
atom 1946 [ -0.759047, -13.887599, 34.742702 ]
atom 1947 [ 12.850873, -13.159099, 40.349125 ]
atom 1948 [ 13.433554, -12.552801, 39.807934 ]
atom 1949 [ 13.422607, -13.754527, 40.913555 ]
atom 1950 [ -13.732979, -13.905059, -18.990923 ]
atom 1951 [ -14.226512, -14.741553, -18.752802 ]
atom 1952 [ -13.727734, -13.286089, -18.205526 ]
atom 1953 [ 13.393561, 7.367186, -13.000844 ]
atom 1954 [ 14.370695, 7.415359, -12.793746 ]
atom 1955 [ 12.873656, 7.781231, -12.253672 ]
atom 1956 [ -3.999116, -12.272633, -7.137946 ]
atom 1957 [ -3.228369, -12.730240, -7.581280 ]
atom 1958 [ -3.861620, -11.282615, -7.168919 ]
atom 1959 [ -9.096060, 14.242290, -35.813465 ]
atom 1960 [ -8.942120, 14.116481, -34.833427 ]
atom 1961 [ -9.055282, 13.355497, -36.273830 ]
atom 1962 [ 5.802136, 10.338742, -39.437572 ]
atom 1963 [ 4.855941, 10.101604, -39.657753 ]
atom 1964 [ 6.343409, 10.365027, -40.278008 ]
atom 1965 [ -3.864509, -12.291664, -25.278383 ]
atom 1966 [ -3.598740, -12.552862, -24.350405 ]
atom 1967 [ -3.150218, -12.570003, -25.920502 ]
atom 1968 [ 14.162045, -13.749911, -29.970173 ]
atom 1969 [ 13.299076, -14.134974, -29.643042 ]
atom 1970 [ 14.925146, -14.278276, -29.598009 ]
atom 1971 [ -1.680436, -11.534224, -15.919665 ]
atom 1972 [ -0.801828, -11.809072, -16.310186 ]
atom 1973 [ -1.865571, -12.077129, -15.100533 ]
atom 1974 [ 3.920890, -5.828035, -36.696259 ]
atom 1975 [ 3.303219, -5.144300, -37.084835 ]
atom 1976 [ 4.867994, -5.537824, -36.833267 ]
atom 1977 [ 5.875706, -0.655614, -33.094276 ]
atom 1978 [ 5.342209, -0.266864, -33.845448 ]
atom 1979 [ 6.331089, 0.080235, -32.593124 ]
atom 1980 [ 6.871121, -7.930015, -16.486467 ]
atom 1981 [ 6.231526, -7.183611, -16.670313 ]
atom 1982 [ 7.024958, -8.451497, -17.325748 ]
atom 1983 [ 8.545733, 10.011963, -35.997616 ]
atom 1984 [ 7.976064, 9.411180, -36.558453 ]
atom 1985 [ 8.032686, 10.839092, -35.768181 ]
atom 1986 [ -7.529645, -11.336836, -8.426355 ]
atom 1987 [ -6.966648, -10.519769, -8.302118 ]
atom 1988 [ -7.163948, -12.081648, -7.868216 ]
atom 1989 [ -6.559577, -9.801764, -15.577431 ]
atom 1990 [ -6.488534, -9.416813, -16.497629 ]
atom 1991 [ -7.281207, -10.493834, -15.560420 ]
atom 1992 [ -0.085267, 2.163040, 40.517967 ]
atom 1993 [ -0.070808, 1.530759, 39.743362 ]
atom 1994 [ 0.241048, 3.060668, 40.221684 ]
atom 1995 [ 4.458830, 5.713353, -35.180607 ]
atom 1996 [ 4.198945, 6.650719, -35.412567 ]
atom 1997 [ 3.991888, 5.436077, -34.340916 ]
atom 1998 [ 9.050056, -13.918483, -9.806365 ]
atom 1999 [ 10.040035, -14.057298, -9.832304 ]
atom 2000 [ 8.762882, -13.413175, -10.620118 ]
atom 2001 [ -1.470986, -13.951731, -37.369518 ]
atom 2002 [ -0.784770, -14.423331, -36.815716 ]
atom 2003 [ -1.515356, -12.990381, -37.097786 ]
atom 2004 [ 9.088312, 8.305886, -33.903637 ]
atom 2005 [ 8.351060, 7.659496, -34.100204 ]
atom 2006 [ 9.020719, 9.087307, -34.523972 ]
atom 2007 [ 7.365790, 11.198148, -19.623161 ]
atom 2008 [ 8.080978, 11.631036, -20.171898 ]
atom 2009 [ 7.325059, 11.634700, -18.724403 ]
atom 2010 [ -8.795356, 8.673765, -21.244835 ]
atom 2011 [ -9.090214, 8.699676, -22.200024 ]
atom 2012 [ -8.837302, 9.594930, -20.857927 ]
atom 2013 [ 4.802134, -2.360243, 40.711437 ]
atom 2014 [ 4.652997, -2.552920, 39.741577 ]
atom 2015 [ 4.849156, -1.371205, 40.851414 ]
atom 2016 [ 1.404412, -9.786456, -38.896370 ]
atom 2017 [ 2.079146, -9.375881, -38.283051 ]
atom 2018 [ 0.711602, -9.105458, -39.133556 ]
atom 2019 [ 2.166070, 4.073237, -20.894453 ]
atom 2020 [ 1.977422, 3.091563, -20.867477 ]
atom 2021 [ 2.135282, 4.392683, -21.841558 ]
atom 2022 [ -5.846047, -8.239633, -24.112679 ]
atom 2023 [ -5.234312, -8.789766, -24.681126 ]
atom 2024 [ -5.489257, -8.201458, -23.179274 ]
atom 2025 [ -5.405630, -15.190378, -22.405069 ]
atom 2026 [ -6.017729, -15.116832, -23.192423 ]
atom 2027 [ -5.325478, -14.298138, -21.960678 ]
atom 2028 [ -13.863177, -2.676182, -38.328651 ]
atom 2029 [ -13.757561, -1.951299, -39.009377 ]
atom 2030 [ -13.618427, -3.555444, -38.737301 ]
atom 2031 [ -9.593424, -2.454573, -10.058141 ]
atom 2032 [ -9.404526, -1.742614, -10.734477 ]
atom 2033 [ -10.301062, -3.068045, -10.408712 ]
atom 2034 [ -3.347202, -11.355277, -18.087589 ]
atom 2035 [ -2.769943, -11.359521, -17.271040 ]
atom 2036 [ -3.413977, -12.283557, -18.453428 ]
atom 2037 [ 11.680347, -7.556435, -38.861614 ]
atom 2038 [ 12.217642, -7.730020, -39.686951 ]
atom 2039 [ 10.738939, -7.336077, -39.116940 ]
atom 2040 [ -5.015076, 1.915563, -34.603252 ]
atom 2041 [ -5.454882, 2.082029, -33.720722 ]
atom 2042 [ -4.134335, 2.388334, -34.631218 ]
atom 2043 [ -1.322914, -1.219519, 35.099644 ]
atom 2044 [ -1.655829, -0.851787, 35.967941 ]
atom 2045 [ -1.921579, -1.962758, 34.800987 ]
atom 2046 [ -11.674765, 11.762607, -21.529947 ]
atom 2047 [ -11.560384, 12.740913, -21.702667 ]
atom 2048 [ -11.782794, 11.280970, -22.399635 ]
atom 2049 [ -9.777932, 3.047639, -12.877840 ]
atom 2050 [ -9.532172, 2.920852, -11.916837 ]
atom 2051 [ -9.184012, 3.741502, -13.285042 ]
atom 2052 [ 14.284365, -2.380207, 34.865898 ]
atom 2053 [ 13.560829, -3.006265, 34.575127 ]
atom 2054 [ 13.985863, -1.436525, 34.723206 ]
atom 2055 [ -2.629371, -8.734744, -27.711218 ]
atom 2056 [ -2.350325, -7.793154, -27.522696 ]
atom 2057 [ -1.834572, -9.337838, -27.643591 ]
atom 2058 [ 0.398254, -7.348248, -15.857865 ]
atom 2059 [ 0.704085, -8.292076, -15.732740 ]
atom 2060 [ 0.622152, -6.814425, -15.042450 ]
atom 2061 [ -14.187957, 0.700652, -34.711082 ]
atom 2062 [ -14.107797, 1.512929, -35.288822 ]
atom 2063 [ -13.879285, -0.102556, -35.220570 ]
atom 2064 [ -11.727435, 13.990171, -12.565181 ]
atom 2065 [ -11.809810, 13.976107, -11.568678 ]
atom 2066 [ -11.175567, 14.776477, -12.842966 ]
atom 2067 [ 12.055460, -0.259786, -14.010448 ]
atom 2068 [ 12.604179, 0.341278, -13.429389 ]
atom 2069 [ 11.359377, 0.279401, -14.484522 ]
atom 2070 [ 4.204391, -4.791127, -9.045352 ]
atom 2071 [ 4.793270, -4.990025, -9.828718 ]
atom 2072 [ 3.840798, -5.646343, -8.676022 ]
atom 2073 [ 5.713493, -12.521868, 36.540363 ]
atom 2074 [ 5.584367, -12.485006, 37.531307 ]
atom 2075 [ 4.842702, -12.737535, 36.098537 ]
atom 2076 [ 0.976644, -0.406690, -19.447142 ]
atom 2077 [ 0.551991, -1.266350, -19.731136 ]
atom 2078 [ 0.676701, -0.176619, -18.521343 ]
atom 2079 [ -11.557362, 6.087968, -17.456907 ]
atom 2080 [ -11.112800, 6.381828, -18.303082 ]
atom 2081 [ -12.324491, 6.696725, -17.254602 ]
atom 2082 [ -1.255576, 1.941508, -18.803690 ]
atom 2083 [ -1.288728, 2.937747, -18.723631 ]
atom 2084 [ -0.541633, 1.582371, -18.202602 ]
atom 2085 [ -0.129255, -8.521071, -25.399267 ]
atom 2086 [ -0.291272, -9.255613, -26.058205 ]
atom 2087 [ 0.855068, -8.384478, -25.287689 ]
atom 2088 [ 2.747079, -4.958117, -40.198471 ]
atom 2089 [ 3.099637, -4.210008, -40.760639 ]
atom 2090 [ 2.615744, -4.637009, -39.260578 ]
atom 2091 [ -6.704220, 7.078231, -20.260353 ]
atom 2092 [ -7.404111, 7.698396, -20.614681 ]
atom 2093 [ -5.833512, 7.564689, -20.188057 ]
atom 2094 [ 7.304204, -3.440482, -10.639637 ]
atom 2095 [ 6.628397, -4.141376, -10.867746 ]
atom 2096 [ 8.125550, -3.576556, -11.193600 ]
atom 2097 [ -5.100417, -1.375690, 39.044632 ]
atom 2098 [ -4.254373, -1.102016, 39.502140 ]
atom 2099 [ -5.870780, -0.877609, 39.442696 ]
atom 2100 [ 9.182081, -13.615030, -14.883757 ]
atom 2101 [ 9.084694, -12.622865, -14.805515 ]
atom 2102 [ 9.501935, -13.988275, -14.012904 ]
atom 2103 [ -9.473028, 14.393104, -15.281053 ]
atom 2104 [ -9.710942, 13.467011, -14.988220 ]
atom 2105 [ -9.516175, 15.012094, -14.496840 ]
atom 2106 [ -7.351337, -7.062060, -28.062284 ]
atom 2107 [ -7.033598, -6.583234, -27.243891 ]
atom 2108 [ -7.238604, -8.047712, -27.936668 ]
atom 2109 [ -9.874878, -10.040842, -8.982658 ]
atom 2110 [ -10.719450, -10.573935, -9.032771 ]
atom 2111 [ -9.103914, -10.653381, -8.808272 ]
atom 2112 [ 3.951458, 2.451024, -8.907523 ]
atom 2113 [ 3.946904, 1.468377, -8.722091 ]
atom 2114 [ 3.011327, 2.791421, -8.924367 ]
atom 2115 [ -3.206236, -2.294333, -33.311802 ]
atom 2116 [ -2.545490, -1.547132, -33.240353 ]
atom 2117 [ -4.126707, -1.942802, -33.141041 ]
atom 2118 [ -12.136407, 12.250710, -29.087166 ]
atom 2119 [ -12.534308, 11.362620, -28.857016 ]
atom 2120 [ -11.818966, 12.238094, -30.035360 ]
atom 2121 [ -8.310840, 8.136591, -39.562836 ]
atom 2122 [ -7.450270, 8.119400, -39.053795 ]
atom 2123 [ -8.830960, 8.952651, -39.310802 ]
atom 2124 [ -4.277578, 1.741246, 40.288162 ]
atom 2125 [ -4.201447, 1.697646, 39.292019 ]
atom 2126 [ -4.913437, 2.470013, 40.542290 ]
atom 2127 [ 11.218964, -5.316939, -37.350605 ]
atom 2128 [ 11.515261, -6.111242, -37.880974 ]
atom 2129 [ 11.917176, -4.602859, -37.401485 ]
atom 2130 [ -3.253243, -7.505767, 39.291821 ]
atom 2131 [ -4.072657, -7.063470, 38.927219 ]
atom 2132 [ -2.923381, -6.994242, 40.085255 ]
atom 2133 [ 0.182337, 14.967054, -26.034533 ]
atom 2134 [ 0.953356, 14.346898, -25.889843 ]
atom 2135 [ -0.472623, 14.864952, -25.285799 ]
atom 2136 [ -7.891813, 13.464581, -21.731718 ]
atom 2137 [ -8.066329, 13.840736, -22.641691 ]
atom 2138 [ -6.910479, 13.493599, -21.541613 ]
atom 2139 [ -14.154528, -0.954731, -17.322674 ]
atom 2140 [ -14.419040, -0.846382, -18.280951 ]
atom 2141 [ -13.163237, -0.854612, -17.237131 ]
atom 2142 [ -13.870534, -2.396125, -14.677277 ]
atom 2143 [ -14.484946, -2.795903, -15.357478 ]
atom 2144 [ -13.975499, -1.401649, -14.676902 ]
atom 2145 [ -7.928774, 6.120347, 36.625023 ]
atom 2146 [ -7.373009, 5.291616, 36.559216 ]
atom 2147 [ -8.855524, 5.878257, 36.912300 ]
atom 2148 [ -1.774845, -3.225042, -12.424985 ]
atom 2149 [ -2.656173, -3.613289, -12.155678 ]
atom 2150 [ -1.834053, -2.882458, -13.362604 ]
atom 2151 [ 4.844209, -10.222046, -36.039509 ]
atom 2152 [ 4.782379, -9.782115, -35.143608 ]
atom 2153 [ 5.801251, -10.426444, -36.245155 ]
atom 2154 [ 1.988274, -4.110452, -37.707329 ]
atom 2155 [ 1.866951, -3.118579, -37.745655 ]
atom 2156 [ 1.149983, -4.535876, -37.366325 ]
atom 2157 [ 3.299661, -5.753699, -31.877892 ]
atom 2158 [ 2.762264, -5.358083, -31.133116 ]
atom 2159 [ 4.156910, -5.248125, -31.975454 ]
atom 2160 [ -11.386015, -3.457633, -14.910045 ]
atom 2161 [ -12.274791, -3.002570, -14.855322 ]
atom 2162 [ -11.056890, -3.433808, -15.854031 ]
atom 2163 [ 3.359917, 1.535235, -28.249416 ]
atom 2164 [ 2.775298, 1.575781, -27.439123 ]
atom 2165 [ 3.085736, 0.761019, -28.819868 ]
atom 2166 [ -0.830977, 9.431285, -20.986725 ]
atom 2167 [ -1.289975, 8.694162, -21.482681 ]
atom 2168 [ -0.242266, 9.040730, -20.278994 ]
atom 2169 [ -13.235366, -4.821702, -29.197308 ]
atom 2170 [ -12.485552, -5.483196, -29.183014 ]
atom 2171 [ -14.107317, -5.304393, -29.115391 ]
atom 2172 [ -1.931548, -6.229415, -26.908525 ]
atom 2173 [ -2.706104, -5.597868, -26.873724 ]
atom 2174 [ -1.479723, -6.252225, -26.016710 ]
atom 2175 [ -13.471812, -12.173828, -16.936392 ]
atom 2176 [ -12.746573, -12.784476, -16.618372 ]
atom 2177 [ -13.179600, -11.223786, -16.826698 ]
atom 2178 [ 7.079501, -9.751649, -10.361311 ]
atom 2179 [ 7.085904, -9.936955, -11.343971 ]
atom 2180 [ 7.743907, -9.033859, -10.153125 ]
atom 2181 [ 1.722420, -4.883788, 41.607475 ]
atom 2182 [ 1.544644, -5.693666, 42.166485 ]
atom 2183 [ 2.273071, -4.232602, 42.129723 ]
atom 2184 [ 3.701040, -2.804762, -25.614092 ]
atom 2185 [ 3.340401, -2.781993, -26.546520 ]
atom 2186 [ 3.011394, -3.187258, -24.999207 ]
atom 2187 [ 3.203936, -12.794579, 35.610256 ]
atom 2188 [ 2.553093, -13.392086, 35.141865 ]
atom 2189 [ 2.716968, -12.014983, 36.004070 ]
atom 2190 [ 12.018801, -3.742893, 34.037090 ]
atom 2191 [ 11.885681, -4.610547, 34.516106 ]
atom 2192 [ 11.855007, -3.873422, 33.059269 ]
atom 2193 [ 10.106819, 9.117546, 37.773048 ]
atom 2194 [ 9.541885, 9.929121, 37.922031 ]
atom 2195 [ 9.865051, 8.699257, 36.897499 ]
atom 2196 [ 5.833739, 1.111558, -27.058647 ]
atom 2197 [ 5.029359, 1.257118, -27.634655 ]
atom 2198 [ 5.612111, 0.456980, -26.335869 ]
atom 2199 [ -6.442646, -8.399221, -17.965235 ]
atom 2200 [ -7.234718, -7.799078, -17.853659 ]
atom 2201 [ -5.604262, -7.855633, -17.924938 ]
atom 2202 [ -11.593675, -4.343818, 38.473476 ]
atom 2203 [ -12.271172, -3.684229, 38.798962 ]
atom 2204 [ -10.938056, -3.881253, 37.876652 ]
atom 2205 [ 0.102299, -4.824782, -40.871937 ]
atom 2206 [ 1.036584, -4.950964, -40.538486 ]
atom 2207 [ -0.126549, -5.560895, -41.508934 ]
atom 2208 [ -5.205578, -12.837054, -21.076784 ]
atom 2209 [ -6.078066, -12.378903, -20.906895 ]
atom 2210 [ -4.806922, -13.127945, -20.207039 ]
atom 2211 [ 8.522985, -0.379431, 42.378006 ]
atom 2212 [ 9.332495, 0.115480, 42.693851 ]
atom 2213 [ 8.516571, -0.404490, 41.378342 ]
atom 2214 [ -0.247599, 12.253126, -30.873993 ]
atom 2215 [ -1.176840, 11.924441, -30.705244 ]
atom 2216 [ -0.175537, 13.209277, -30.590124 ]
atom 2217 [ -1.572648, -7.888552, -7.319322 ]
atom 2218 [ -2.290423, -8.570116, -7.461693 ]
atom 2219 [ -0.716418, -8.218101, -7.717152 ]
atom 2220 [ 13.651877, 11.824431, -11.948491 ]
atom 2221 [ 13.655931, 11.043532, -12.573135 ]
atom 2222 [ 14.249338, 12.541510, -12.307432 ]
atom 2223 [ 8.556473, 11.093868, -7.617766 ]
atom 2224 [ 8.731564, 10.160598, -7.931374 ]
atom 2225 [ 7.584658, 11.197571, -7.406054 ]
atom 2226 [ 0.068057, -13.783205, -11.662252 ]
atom 2227 [ 0.398173, -13.423560, -10.789510 ]
atom 2228 [ -0.565793, -14.538004, -11.493393 ]
atom 2229 [ -3.738243, -11.030688, -41.970493 ]
atom 2230 [ -3.075600, -10.616205, -41.346710 ]
atom 2231 [ -3.423930, -11.943146, -42.232464 ]
atom 2232 [ -11.369627, 2.255894, -24.017281 ]
atom 2233 [ -11.531375, 1.783744, -24.883833 ]
atom 2234 [ -10.815636, 3.072201, -24.180796 ]
atom 2235 [ -14.393043, -8.634568, 41.334667 ]
atom 2236 [ -15.335498, -8.739530, 41.017239 ]
atom 2237 [ -14.370468, -8.001453, 42.108395 ]
atom 2238 [ -3.467244, 14.033490, -36.794239 ]
atom 2239 [ -4.152111, 14.375739, -36.150948 ]
atom 2240 [ -2.735679, 14.708145, -36.892494 ]
atom 2241 [ 13.408029, 9.958139, -13.928354 ]
atom 2242 [ 12.658851, 10.248332, -14.523770 ]
atom 2243 [ 13.257666, 9.012418, -13.640253 ]
atom 2244 [ -9.782358, 9.152396, -23.894320 ]
atom 2245 [ -10.028340, 8.295215, -24.346792 ]
atom 2246 [ -10.578426, 9.757133, -23.870489 ]
atom 2247 [ -14.621192, 2.876030, -18.619093 ]
atom 2248 [ -13.807556, 2.297843, -18.558292 ]
atom 2249 [ -14.550462, 3.621742, -17.956591 ]
atom 2250 [ -8.199197, 2.952292, -36.401268 ]
atom 2251 [ -8.870909, 3.556898, -36.829350 ]
atom 2252 [ -7.298963, 3.115243, -36.805031 ]
atom 2253 [ 12.617913, 4.960950, -9.997320 ]
atom 2254 [ 13.446873, 4.886608, -9.442973 ]
atom 2255 [ 12.109246, 4.101114, -9.953288 ]
atom 2256 [ -8.790625, 14.761044, -40.237160 ]
atom 2257 [ -9.644546, 15.024729, -39.788506 ]
atom 2258 [ -8.907977, 14.804934, -41.229279 ]
atom 2259 [ 8.553803, -9.943648, -22.218002 ]
atom 2260 [ 8.732851, -8.959809, -22.219437 ]
atom 2261 [ 7.655284, -10.119523, -22.620161 ]
atom 2262 [ -14.866645, 11.182273, -38.578693 ]
atom 2263 [ -14.553039, 10.509456, -39.248745 ]
atom 2264 [ -14.604214, 12.099252, -38.879162 ]
atom 2265 [ -6.234538, -9.377088, -38.005711 ]
atom 2266 [ -6.997543, -9.884213, -38.406521 ]
atom 2267 [ -6.236219, -9.501472, -37.013481 ]
atom 2268 [ 10.840929, 0.916660, -42.090961 ]
atom 2269 [ 11.504707, 1.047143, -42.827419 ]
atom 2270 [ 11.294634, 0.499928, -41.303249 ]
atom 2271 [ 13.587473, 0.285108, -30.506752 ]
atom 2272 [ 14.156110, 0.862001, -29.920368 ]
atom 2273 [ 13.801199, -0.676774, -30.336151 ]
atom 2274 [ -5.476240, 5.557127, -13.501676 ]
atom 2275 [ -5.119542, 4.661466, -13.236048 ]
atom 2276 [ -4.896373, 5.948270, -14.216352 ]
atom 2277 [ 12.976510, -8.189237, -41.147800 ]
atom 2278 [ 12.732018, -9.156247, -41.076286 ]
atom 2279 [ 12.392587, -7.747254, -41.828747 ]
atom 2280 [ 1.778508, 7.402690, -8.431364 ]
atom 2281 [ 1.760213, 6.789267, -9.220906 ]
atom 2282 [ 2.722269, 7.520146, -8.122303 ]
atom 2283 [ -4.996987, 12.657789, -12.792172 ]
atom 2284 [ -5.757936, 12.615451, -12.144743 ]
atom 2285 [ -5.120465, 11.960033, -13.497787 ]
atom 2286 [ -11.625793, 8.231502, -39.281410 ]
atom 2287 [ -10.948785, 8.961041, -39.378525 ]
atom 2288 [ -11.195732, 7.349719, -39.475079 ]
atom 2289 [ -13.620418, -13.526177, -9.750843 ]
atom 2290 [ -14.283567, -13.576167, -10.497659 ]
atom 2291 [ -12.967173, -14.278723, -9.834193 ]
atom 2292 [ 1.740041, 1.392188, -21.337664 ]
atom 2293 [ 2.629755, 1.073386, -21.664425 ]
atom 2294 [ 1.385199, 0.750527, -20.657694 ]
atom 2295 [ -5.535212, -6.513605, 38.158661 ]
atom 2296 [ -6.477894, -6.838675, 38.234020 ]
atom 2297 [ -5.520361, -5.515908, 38.224850 ]
atom 2298 [ -14.050312, 10.332657, 35.731297 ]
atom 2299 [ -13.093103, 10.621545, 35.714100 ]
atom 2300 [ -14.292144, 10.035082, 36.654858 ]
atom 2301 [ 4.248265, 8.181656, -36.344475 ]
atom 2302 [ 4.223058, 9.179541, -36.284546 ]
atom 2303 [ 3.843604, 7.889435, -37.210995 ]
atom 2304 [ -13.316446, 1.657158, 37.756340 ]
atom 2305 [ -14.157113, 1.583122, 37.219872 ]
atom 2306 [ -12.783094, 2.439217, 37.433975 ]
atom 2307 [ -8.114255, -4.471406, -12.321325 ]
atom 2308 [ -8.949291, -4.894403, -12.673159 ]
atom 2309 [ -7.696973, -5.073396, -11.640529 ]
atom 2310 [ 2.401531, -11.439518, -24.655300 ]
atom 2311 [ 2.686276, -12.390769, -24.536802 ]
atom 2312 [ 1.640616, -11.239962, -24.037899 ]
atom 2313 [ 6.723141, -1.034949, -22.895966 ]
atom 2314 [ 6.813479, -2.013436, -23.081442 ]
atom 2315 [ 6.981350, -0.850195, -21.947706 ]
atom 2316 [ 11.262074, -2.627443, -39.382896 ]
atom 2317 [ 11.145881, -3.384062, -40.026348 ]
atom 2318 [ 11.925028, -2.886153, -38.680359 ]
atom 2319 [ 5.175179, -1.570727, -10.923746 ]
atom 2320 [ 5.885635, -2.045384, -10.404177 ]
atom 2321 [ 5.361212, -1.660983, -11.902136 ]
atom 2322 [ 6.504017, -4.973900, -36.926125 ]
atom 2323 [ 7.201504, -4.595877, -37.534904 ]
atom 2324 [ 6.879408, -5.062491, -36.003502 ]
atom 2325 [ 1.350013, 3.000357, -33.865910 ]
atom 2326 [ 1.539932, 2.018817, -33.888508 ]
atom 2327 [ 2.158487, 3.488833, -33.537640 ]
atom 2328 [ 14.382380, -2.259868, -29.401417 ]
atom 2329 [ 13.429338, -2.116730, -29.134541 ]
atom 2330 [ 14.633044, -3.214902, -29.243057 ]
atom 2331 [ -8.849848, -13.354335, -37.246338 ]
atom 2332 [ -7.903044, -13.062257, -37.111237 ]
atom 2333 [ -8.997796, -14.229267, -36.785248 ]
atom 2334 [ 13.734405, -13.535151, -23.022751 ]
atom 2335 [ 13.879262, -13.022682, -23.869150 ]
atom 2336 [ 14.338931, -13.179353, -22.310040 ]
atom 2337 [ 5.409160, -1.068372, 36.040180 ]
atom 2338 [ 6.291289, -1.004066, 35.573582 ]
atom 2339 [ 4.723238, -1.428922, 35.408108 ]
atom 2340 [ 10.653507, 8.024459, -14.749602 ]
atom 2341 [ 10.450065, 7.548481, -13.893999 ]
atom 2342 [ 11.422620, 7.576543, -15.205493 ]
atom 2343 [ -14.058949, 13.505483, 37.218418 ]
atom 2344 [ -13.342974, 13.501304, 36.520306 ]
atom 2345 [ -13.642321, 13.599476, 38.122623 ]
atom 2346 [ 7.875345, 7.522038, -31.494389 ]
atom 2347 [ 8.534118, 7.861752, -32.165665 ]
atom 2348 [ 6.958230, 7.837331, -31.738295 ]
atom 2349 [ 7.203458, -10.629052, -41.789135 ]
atom 2350 [ 6.686640, -10.273974, -41.010147 ]
atom 2351 [ 7.130170, -11.626120, -41.811180 ]
atom 2352 [ -5.480192, -12.314604, 39.951508 ]
atom 2353 [ -5.209096, -11.357318, 39.850960 ]
atom 2354 [ -4.668139, -12.876057, 40.110699 ]
atom 2355 [ 9.983493, 5.680789, 34.013336 ]
atom 2356 [ 9.898199, 5.609801, 33.019512 ]
atom 2357 [ 10.923971, 5.924065, 34.250648 ]
atom 2358 [ -8.648355, -0.281227, -17.528727 ]
atom 2359 [ -8.713798, -0.693786, -18.437304 ]
atom 2360 [ -8.450086, 0.694728, -17.619287 ]
atom 2361 [ -0.337303, 7.930281, -33.904282 ]
atom 2362 [ -0.661709, 7.193848, -33.310623 ]
atom 2363 [ 0.459462, 8.367877, -33.487537 ]
atom 2364 [ 12.709178, -11.456173, 36.412594 ]
atom 2365 [ 13.414272, -11.053775, 35.828712 ]
atom 2366 [ 13.046701, -11.512552, 37.352222 ]
atom 2367 [ -10.277951, -3.052460, 36.490993 ]
atom 2368 [ -9.984632, -2.193302, 36.910294 ]
atom 2369 [ -11.039951, -2.876183, 35.867874 ]
atom 2370 [ 3.208948, 10.291812, -9.954116 ]
atom 2371 [ 3.375356, 11.255244, -9.744102 ]
